uniqueID,drugName,condition,review,rating,date,usefulCount
145025,Etonogestrel,Birth Control,"""I FINALLY got Nexplanon removed today after almost 2 years. I would NOT recommend this to ANYONE. I wouldn&#039;t even know if it was an effective form of birth control because my period never stopped long enough for me to have sex! I somehow avoided the weight gain, but would have taken that over the bleeding and depression. My son is almost 2 now and over the last few months, I have been having trouble even barely getting out of bed, much less play with him. I felt like a terrible mom so I would cry myself to sleep each night and my whole life was falling apart. Oh, and good luck finding someone to remove this junk if you moved or no longer have the same doctor! A lot of doctors refuse to even carry it.""",1,5-Dec-15,8
188535,ParaGard,Birth Control,"""Got my Paraguard a little over a month ago.
Insertion lasted less than 30 seconds. It was mostly uncomfortable, not painful, instant cramps. Bearable with Advil.
Spotted and had cramps for a month afterwards, again bearable with Advil (and yes, I had sex, spotting wasn&#039;t heavy at all, I&#039;m talking like the lightest panty liner ever.)
First period was light and short. It was actually better than my regular period.
No more spotting and cramps after first period.
Second period, NO CRAMPS, even lighter, even shorter.
I forget I have it. 
Not pregnant. Sex is rad. No harmones. Going in for a follow up in a few weeks.
Loving life and loving my  Paraguard, I even convinced my friend to get one and get off the pill.""",10,5-May-16,17
210906,Mirtazapine,Anxiety,"""I was on 40mg of citalopram which was working a treat but wasn&#039;t sleeping so I was given mirtazapine 15mg. I&#039;ve been on them less than 2 weeks now and the change in myself is simply terrible. The first couple of nights I got an amazing sleep but found it hard to get up in the morning but things have just gone from bad to worse, I have bad anxiety, can&#039;t sleep, feel like a walking zombie, dizziness is terrible, crazy dreams/mares, compulsive sweating, itching/burning sensations and the worst for me is my anger it&#039;s unexplainable I can fly of the handle for someone looking at me. This drug might work for some people but I&#039;d say avoid at all costs I&#039;ve never felt so unhappy and down right miserable.""",1,27-Jan-16,20
25270,Flector Patch,Pain,"""I was prescribed Flector patches after surgery to repair my collarbone, which came with frozen shoulder that I&#039;ve been getting physical therapy on for weeks. I have not used the patches regularly, just when I have a little pain. Early on I had pain in the shoulder area but could not place the patch directly on the shoulder because of the surgical scar. The patches helped somewhat. Now I have some pain for stepping up workouts on the shoulder, and I can place the patch directly on the pain area, and it&#039;s working wonderfully. The patch has a kind of numbing feeling, and overall the feeling can be compared to what ibuprofen does in reducing inflammation. The patches can make me a little sleepy. They also can be a little large for certain spots""",8,25-Oct-13,21
34597,Minocycline,Acne,"""I was hesitant to take this because of the mixed reviews, but gave it a try for my horrible acne and within a day noticed it started working. I didn&#039;t have any side effects and my face started to purge (giant pimples forming) and my skin was getting worse, so I knew it was pushing everything out of my face to start clearing my skin. A week later I woke up extremely itchy on my neck, scalp, chest, back, shoulders, feet, hands, basically every where and I had broken out in hives. I took a Benadryl. Then at midnight it happened again but worse. My neck was swelling up and the hives were the color of a tomato and I was insanely itchy. If I didn&#039;t take a ton of Benadryl I would&#039;ve had to go to the ER. Happened today again. No longer taking them.""",1,2-May-17,5
181710,Prozac,Depression,"""I am 31 years old and have been diagnosed with clinical depression, anxiety and have been severely anorexic on and off. I have been at a healthy body weight for many years. Over the course of 10 years I have taken various anti-depressants for my depression but they work for a certain period and then stop working.  I have just started taking Prozac and am on my second week.  I noticed instantly the first day, I felt warmer and more intuned to my body. I can think clearer and don&#039;t feel so irritable.  I have terrible neck pain that I have recently developed over the course of the week, so I hope it goes away over the next few weeks.  Otherwise I am quite excited to finally be taking a medicine that can help me, as well as so many others.""",9,23-Apr-11,19
55794,Effexor,Depression,"""Been taking this for years, helps me out a lot.""",7,5-Dec-14,45
126090,Viibryd,Depression,"""Viibryd has been great for me as far as taking care of my depression.  It started acting quickly and has been fantastic!  I have nothing but good to say about how well it treats my depression.

However, if I EVER miss my pills at night I am in REALLY bad shape the next morning.  I am extremely tired - but in a really weird way.  I am super sensitive to light - to the point it is dangerous for me to drive as the sun comes up because I can&#039;t keep my eyes open.  When I take a nap (because I am so tired) I have horrific nightmares that are really vivid.  It really is kind of scary. """,6,13-Feb-13,62
97216,St. john's wort,Depression,"""Was scared to take it after reading all the interactions. i mean, chocolate.. and bacon!! Seriously?? Among many other&#039;s. My depression was making me have suicidal thoughts &amp; I couldnt handle another day with such deep sadness, holding back tears, hurting so hard inside. so i took a leap of faith &amp; ate a 300mg gel cap of st john&#039;s wort... my depression symptons were gone within the hour! next day, i opened the gel cap &amp; poured half of the st john&#039;s wort powder into apple sauce &amp; ate it instead of taking 300mg this time cause even tho it stopped the depression feelings, it made me tired &amp; my muscles burned a little; this is normal when u raise ur serotonin quickly. So 150mg once a day has completely gotten rid of depression for me. Love it!""",10,12-Nov-16,54
165488,Levonorgestrel,Birth Control,"""Had my sonogram check up today at 2.5 weeks post insertion. The IUD was exactly where it should be. I told my doctor I had experienced some pretty intense pain/cramping on my right side near what I assumed was my ovary. He told me that was the implant &quot;getting in place&quot; and was pretty normal. I&#039;ve never had painful periods so my experience for what is normal is fairly limited. And although the pain was at times intense &amp; nauseating it was very quick. The cystic acne I reported on day 3 (see earlier review) has subsided and was explained as androgens flooding my system. Spotting is minimal and some bloody discharge when I urinate. No pain during sex or high intensity workouts. So far thee discomfort was worth it. :)""",8,10-Jun-17,1
107821,Implanon,Birth Control,"""December 1 2008, I had the Implanon inserted and have had problems since. I have mood swings like crazy. I am now taking depression and anxiety pill because they think it was postpartum depression. It&#039;s not though. I have been snapping at my 7 month old son and husband. I was admitted to green leaf since they thought I was a danger to my family. Turned out that the Implanon is causing this. I cry all the time for no reasons and I am now taking depression  and anxiety pills. I bleed all the time. The Implanon has been hurting since I had it done, I have gained 25lbs because of this as well. I am taking it out this week for the sake of me and my family.""",1,27-Apr-09,200
72024,Tramadol,Pain,"""I was prescribed tramadol for pain relief after having all four of my wisdom teeth removed. After reading some of the reviews I felt like I had to post my experience, because everybody is different when it comes to pain tolerance and medication. I&#039;m taking 2, 50mg, roughly every 8 hours (or whenever I&#039;m noticeably uncomfortable) it worked, and still is, working wonders for me. Quick acting, no pain, and a euphoric feeling for many hours, but not debilitating - I still function fine, if not better. Sucks that it doesn&#039;t work for some people which in turn might turn others off from giving it a shot when it may work wonderfully for them! I can see how it could become addictive for people with addictive personalities, so be careful.""",10,29-Jul-16,34
2529,Camrese,Birth Control,"""After 5 months on this birth control I must say that I really like it. After the first month I started spotting but I stopped taking the pills to allow myself to have a period and I have not spotted ever since. My skin has cleared, I have no PMS, no mood swings and obviously rarely have periods. Only complaints are  my sugar cravings (can&#039;t lose weight to save my life). But other than that I enjoy it. I save so much on feminine hygiene products and book travels with no worries.""",9,21-Nov-16,3
59705,NuvaRing,Birth Control,"""I had Nuvaring for about 4 months  and I just took it out and will be getting back on my previous pill. I had been on the pill for like 6 years with no problem except I was just tired of having to remember it. My dr recommended NR, so I tried it. Totally effective when it comes to preventing pregnancy and you can&#039;t beat the convenience. BUT I feel like I have a UTI all the time, my skin has gotten worse and I&#039;ve gained 10 lbs even while eating healthy and cutting out processed foods and dairy (I&#039;m 5&#039;1, so 10 lbs feels like 20 lbs). 

Just my two cents but all BC affects people differently""",9,19-Aug-16,14
115262,Diazepam,Anxiety,"""Overall this drug could be considered a positive experience in helping anxiety but start out at a low dose now and then.""",9,31-Mar-08,14
112258,Gabapentin,Anxiety,"""I was taken off of Alprazolam, cold turkey, and given Gabapentin to help with possible withdrawal.  This was a NIGHTMARE!!! I had taken Gabapentin for a short period of time before, for Carpel Tunnel, but it gave me what I call &quot;drunk body syndrome&quot;, and I would be off balance, bump into things, etc.  I didn&#039;t really have negative effects while taking Gabapentin this time around UNTIL I stopped taking it. No one told me to very veryyyyy gradually ween myself off. I almost immediately went back &amp; forth between having the most severe hot flashes one could even imagine (I mean, I was sweating bullets like a mad woman), cold chills, terrible body aches, flushed face, severe anxiety. It felt like the flu. Called my Dr and went back on Alprazolam.""",1,3-Feb-17,27
132921,Loestrin 24 Fe,Birth Control,"""I loved being on this pill. The only reason why I stopped is because I am way too busy to take it at the same time every day, so I now have a birth control implant. 

I did not gain weight. Acne... well, I&#039;ve always had bad acne, even before birth control. I was secretly hoping it would clear it up, which it did not, but it definitely did not get worse. No weight gain, etc. Lightened my cycles for the fist year, then afterwards I would regularly get my period every other month, and then I would never get it (and take tests when I was worried.) Towards the end (I was on it for years), I was horrible with taking it on time-- there were days I would even forget to take it. With back up protection, I still was never pregnant. Loved this pill.""",10,11-Sep-15,7
183425,Cymbalta,Depression,"""I have been on Cymbalta for over 5 years and it works great when I was taking it daily but due to my husbands new job(NC) and no insurance, I had to stop taking it for awhile. NOT good!!!
I started having headaches, feeling anxious, not sleeping, very sad and no energy.
I finally was able to get some samples from my Doctor thank goodness. I have started back up on it the last few days but really feeling the side effects of it again.
Nausea, tired, feeling like I have been run over by a freight train and just ugh. Also, noticing that I am feeling like crying all the time and for no reason.
I am sure once the medicine gets back into my system, I will feel myself again, but it&#039;s frustrating having to wait. """,10,12-Oct-11,10
33373,Microgestin Fe 1 / 20,Birth Control,"""It&#039;s about to be my third week on it and the only reason I&#039;m writing this review is because it&#039;s a third week of hell. I have been on my period the entire time and it&#039;s very annoying. Today I had such a strong feeling of depression. I haven&#039;t cried so much in a long time and I&#039;ve been crying on and off for hours about minor things. I&#039;m going to wait this birth control out for a few months to see if my body adjusts but I hope it&#039;s worth it because so far I feel awful.""",3,2-Mar-16,3
145095,Etonogestrel,Birth Control,"""I got the implant 2.5 years ago. In the first 3 months, I had crazy emotions. I was violent and depressed. I gained 20lbs but I don&#039;t think it&#039;s the birth control fault. I drink a lot more soda then I use to. I do not get a period at all but do agree with needing lube for assistance! Now that I&#039;m in my last 5 months of it, I&#039;ve been excperiencing the same mood swings from the beginning. Its  uncontrollable and scary. That&#039;s the only downside I have.""",6,9-Nov-15,0
163617,Mirtazapine,Depression,"""I have been on Remeron for a little over a year for depression, anxiety and insomnia. It has helped quite a bit in all areas. I have had a bit of weight gain (approx 10 lbs) but it is starting to come off slowly. It is a small price to pay for feeling all around better, especially being able to get a decent nights rest.""",9,24-Jul-13,98
182547,Mirena,Birth Control,"""I have had the Mirena for about 6 months now. When it was put in it hurt- off course. I have a sensitive cervix. I was in so much pain, I really wish now that I would have remembered to have the doctor numb me. I had to lay down for about 20 minutes on the table afterwords because I was dizzy. I also am pretty sure I can feel it. I am not feeling it as much now though. It takes time for my body to accept it. So, I wanted to share that I might be one of the few who have had NO period and weight LOSS). I was breastfeeding my second child, so that might be the reason but no &quot;real&quot; period, just some light spotting. Also, I managed to get to below my pre-pregnancy weight. Whaawhoo to that;) I HIGHLY recommend!""",10,22-Aug-09,14
28937,Lexapro,Anxiety,"""Lexapro was a life saver.  It saved me from being anxious and sad all the time.  In fact, it&#039;s helped me with my pre-menstrual syndrome also.  I am so much calmer.""",10,27-Dec-08,17
100197,Desogestrel / ethinyl estradiol,Birth Control,"""I have been on this product for years so I dont know if the effects are from the pill or just me personally. It does the job; regular, lighter periods and no babies. But I never want to have sex. I thought something was wrong with until I lost my script. Also about 48 hours of PMS but that&#039;s it.""",8,21-Apr-16,1
37788,Reclipsen,Birth Control,"""I started taking this pill because I&#039;ve been in a relationship for awhile and wanted to be safe once we decided to start having sex. I&#039;ve now been on it for four months and my experience has been terrible. For the first three months I had severe stomach pain which led to a loss of appetite and a decrease of 15lbs. I mean it&#039;s great that I lost some weight but it wasn&#039;t healthy for my body to go through that. I also continue to experience fatigue. I have little motivation because I am exhausted from the slightest amount of activity. I also feel very sad constantly. I cry almost every day and my mood swings have caused strain on my relationship.""",4,19-Oct-15,5
190540,Butorphanol,Pain,"""I have been suffering from migraines all of my life, before they made Stadol in nasal spray form, I was at the Emergency Room at least twice a month to get a shot of Stadol combined with Phenergan for the nausea.  Finally they came out with the nasal spray, which was great, because not only could I not throw it up, but since it is administered through the nasal passage, it gave me almost immediate relief.  I think that Stadol is the best pain medicine that was ever created, however, it is very addictive, and your tolerance gets to be higher and higher. People that suffer from any type of chronic pain I&#039;m sure will agree with me.""",10,17-Aug-11,44
10403,Spironolactone,Acne,"""My experience with this drug was extremely negative. I gained about 30 pounds, became anxious and depressed, was extremely tired and sluggish, and ate at least 4 meals/day. I became a very sad and narrow minded person and strayed from my parents and friends. It didn&#039;t help my acne at all so please look for any other alternative before taking this. It&#039;s not worth it and there are so many better alternatives to this.""",1,22-May-17,5
15892,Ethinyl estradiol / norethindrone,Birth Control,"""Like other reviews said, you won&#039;t take the time to post a review if you&#039;re happy with it but I am. After switching from bc to bc this one finally worked on me. I went from having extremely heavy periods, pelvic pain, and not being able to stand up to a medium to light period the first month. Pain meds finally worked on me to remove the pain unlike before.""",10,4-Aug-16,3
103757,Ethinyl estradiol / levonorgestrel,Birth Control,"""So I had to switch to Chantel because I do not have insurance. I had emotional issues amd I think for me personally was due to switching birth control pills. I was leaving for school like I had time after time and this one day I was leaving and I saw my cat and I had tears well up in my eyes. Omg. It has been better since im on my second month. I read some comments and I guess I am experiencing some fatigue As well.  My biggest complaint for this is the acne!!! I didnt have flawless skin before but I would rarely get pimples and since I switched to this they are all over me! Face, chest, back of my neck and even on my scalp!!!! I can not wait to get a new pill! Acne alone makes me want to stop This pill!!""",4,6-May-15,2
60174,NuvaRing,Birth Control,"""Nuvaring worked great for me for 6 or more years.  The only side effect was my cycle went from 8 days gradually decreasing to none at all and that is when I took it out for a year.  I just need to know that my body is cleansing itself although my ob/gyn said it was perfectly okay.  I had a hiccup and used the morning after pill within 3 hrs and as a result I have a 16 month old son now that I love to pieces.  If you use Nuvaring it works no pregnancies for 6 years! I&#039;m going back on Nuvaring after reading up on Paragon, Mirena and Implanon.""",10,23-Jul-12,2
186548,Desvenlafaxine,Depression,"""Started taking Pristiq about 4 months ago. I am also taking 300 mg. of trazodone to go to sleep (horrible insomnia). I also take 5 mg of Xanax a day. I started off at 50 mg on the Pristiq but I wasn&#039;t noticing anything different.  I still wanted to hide from everyone and not go to work or school. I now take 100mg of Pristiq and maybe it&#039;s helping? I am smiling at people, I just hope it is not fake.""",6,24-Jan-10,18
111906,Gabapentin,Anxiety,"""Hugely effective for first month. Some tolerance does develop eventually but overall still more effective than anything else I&#039;ve taken.""",10,10-Dec-17,0
50411,Gabapentin,Anxiety,"""Almost no negative side effects, aside from strange and vivid dreams; although I enjoy them and they aren&#039;t nightmares. Gabapentin helps me stay at ease when I&#039;m alone. My anxiety used to be bad, even when I was just sitting there but with this, it&#039;s gone. I take two 300mg pills each day. However, I still feel anxiety in social settings such as school but it makes life a lot easier, even though its not a 100% fix.""",9,28-Aug-13,65
148182,Norethindrone,Birth Control,"""The first 4 or so months on this pill were atrocious. Like everyone says...bleeding/cramping/spotting that did not stop for longer than a few days here and there...but I didn&#039;t get any other side effects which is the only reason I stuck with it. Things finally evened out about 5 or 6 months and I&#039;ll either get a normal period or nothing at all. The only possible side effect now is it seems I get night sweats around the time I would be PMSing but I got those before this pill. So that could just be me. I also have fibroids and had zero hope for this working for heavy bleeding since Mirena and Lysteda both failed me. I&#039;m happy for now, hopefully it doesn&#039;t turn against me!""",7,12-Aug-15,5
74600,Ethinyl estradiol / norethindrone,Birth Control,"""The first two months were not fun but than it got better. I have been on it for almost 3 years and I&#039;m very happy with it. My periods are regular and I have had no mood swings, cramps, or migraines. I love it. Only thing is it is expensive and my insurance only covers 10 percent but it&#039;s worth it because it works so well.""",10,26-Apr-09,6
75314,Vistaril,Anxiety,"""Of the non-benzodiazepeine anti-anxiety agents, Vistaril is my first choice. Vistaril seperates itself from the others by rapidly inducing a pleasant &amp; warm feeling. By comparison, things like Compazine and clonidine are much colder and more harsh in side effects. Although Vistaril is gentle &amp; easy going for the first hour or so, a strong drowsiness will come on by Hour #2. But overall I&#039;d still rank it as a side-effect-free type of medicine, when compared to other non-benzo anxiolytics.""",9,24-Apr-15,104
149733,Mirena,Birth Control,"""I have had mirena for 2 weeks now.  I am 18 years old and don&#039;t have any children.  The insertion was very painful for me.  I had cramps for at least 4 hours afterwards once the medicine kicked in.  I have had minor cramps ever since the insertion, but not bad.  I&#039;ve spotted a little everyday.  I wake up and feel like I&#039;m going to vomit in the mornings, but after I am up and eat, it goes away.  I&#039;ve actually lost my appetite and lost weight just in the 2 weeks of having it.  So far I love it! Hopefully I don&#039;t have any of the side effects like acne.  I recommend this to anyone!""",8,13-Feb-12,1
81469,Yaz,Acne,"""Yaz saved my skin. I had severe acne, whiteheads, blackheads, cysts, the works, on my face. I was prescribed Yaz after none of the topical medications worked, for example, Tazorac, in both the gel and cream form. It does take a while to see the full effect. I noticed after 2 months the shine that I always had on my face went away, and slowly, over a course of about 9 months my skin was completely clear. It was a miracle, to say the least. My dermatologist kept me on the Tazorac just as a caution, but I know it was the Yaz that truly cleared my skin up. I highly recommend Yaz as long as you are in good health to use it (don&#039;t smoke or anything) and want to see a real change in your skin.""",10,26-Aug-10,25
10842,Mononessa,Birth Control,"""I&#039;ve been on this BC for 3 months now and so far it&#039;s not horrible- only a few bad things are.. I am extremely tired and not in the mood for sex! I have 2 young kids so being tired/lazy is not really an option. I was never like this and I was never not in the mood for sex. I also get a little dryness. On a good note, I do have short periods. The first month it was really light the second month was kind of heavy but short so I&#039;m waiting to see how this third month goes. If nothing changes far as tiredness and not wanting sex, I&#039;ll switch. I currently do not pay for this BC because my insurance covers it 100% but I rather pay $5-$10 so I&#039;m not always tired and wanting to have sex with my husband more.""",6,31-Jan-16,5
149353,Mirena,Birth Control,"""I wanted to share my experience with the procedure. I am 19 and never have had kids. When they put in the Mirena it didn&#039;t hurt like many women on the review said. It felt like a quick cramp and then it was all over with. It&#039;s been about three days, and so far I have had light cramping about 3 times a day and spotting.""",10,18-Nov-14,38
205503,Pristiq,Depression,"""So I had anxiety and depression. My GP prescribed Lexapro initially, then Wellbutrin, then Zoloft (coupled with Xanax). Nothing was working and I was waking up in the morning every day with panic attacks. My GP recommended I go to a Psych, which I did for first time in my life. He changed me to long acting Xanex XR   Pristiq. Both have been massively better and Pristiq could be a game changer. The side effects I had adjusting to SSRIs were very very bad but getting on Pristiq has been very easy. Only a headache for 2 days. I recommend people try this. My panic attacks and anxiety literally vanished after 3-4 days. I feel like I finally found what I needed.""",9,20-Dec-13,89
60581,Claravis,Acne,"""My 17 year old son has had severe acne on his face, chest, back and very oily hair for several years.  He started taking Claravis two weeks ago and the results are amazing already.  The acne on all areas is clearing and his hair looks great.  
We are noticing changes in his self confidence already; wanting to fix his hair, will shave face (wouldn&#039;t shave to hide acne), and smiling more.  The only negative is pain in his elbows.  So far, we love this medicine.  One last thing, I took Accutane 25 years ago for acne and haven&#039;t had a problem with it since.""",9,4-Jan-14,39
62561,Citalopram,Depression,"""Citalopram has felt like a complete and utter blessing in my life. I feel like a normal person for the first time in years! It started working for me after two days. At first I felt really happy but now I just feel level and happy like any other person. I was so ashamed about my anxiety and depression and tried to cope with it for years. I am so glad that I finally went to my G.P for help. I know now that I can cope with my thoughts/life. Nothing has really changed practically but I now have a positive outlook. I can cope! Friends and family can see the difference and I am no longer suicidal. I don&#039;t mind the side effect of yawning plus I can still drink but don&#039;t crave it as much. If you are depressed and reading this I&#039;d say give it a go.""",10,31-Jul-11,12
202042,Benzoyl peroxide / clindamycin,Acne,"""Very effective from the beginning! Although I came across a few side effects - redness, dryness, peeling of skin - this cream completely eliminated most of my acne. I particularly found it astonishing that over the space of a few months my Cysts had decreased - in size -dramatically. They&#039;d shrink and leak until they vanish usually not leaving any scars, only marks - which will fade over a period of time. When my skin was feeling painful due to the side effects - stinging at night - I&#039;d stop using duac for a couple of days and moisturise up. Once the side effects decreased slightly I&#039;d go back on it. I took Duac along side the antibiotic erythromycin - however I didn&#039;t find that drug effective.""",9,4-Jul-16,5
163575,Mirtazapine,Depression,"""Worked for about 7 months. Now I have to find something else because my depression is coming back.""",3,5-Feb-15,26
130487,Levonorgestrel,Birth Control,"""I am on my 4th year with Mirena and it has been great.  The original procedure was not painful, a little uncomfortable but nothing major.  Slight cramping after the procedure.  No monthly cramps, it took a while before they became almost non-existent (maybe 1 year), no mood swings.  I am happy with mine.""",10,12-Nov-12,3
144814,Etonogestrel,Birth Control,"""I rate it a 10 because I haven&#039;t gotten pregnant in the 2 years but at this point I rather be pregnant. The first month was perfect, but the second month until now has been terrible. I have terrible acne all over my face, chest, and back. My acne wasn&#039;t even close to being this bad ever not even when I was going through middle or high school. I have gained some weight but not much. The biggest issue I have with this birth control is the non-stop random bleeding the lasts for months and the horrible cramps. I have also developed ovarian cysts which are painful but usually go away within a week. I have gone to the doctor many times but I was always handed a pack of birth control pills to make up for the estrogen that isn&#039;t in the bar.""",10,18-Jan-16,0
93075,Vortioxetine,Depression,"""This medication has been a miracle worker for me. I tried 15, yes 15 different medications ranging from SSRIs, SNRIs, mood stabilizers, and tricyclics ... This is the only one that has worked for me. It basically &quot;turns everything down&quot; for me. I have horrendous anxiety that causes my depression, so the dampening is a huge relief. I had nausea and other digestive issues for about a week, but those subsided. I&#039;ve been on this medication twice now: I stopped when I wished to become pregnant and restarted after my daughter was born.""",9,9-Jul-16,75
28877,Lexapro,Depression,"""Gave suicide thoughts and dreams.  Please be careful taking this drug.""",1,3-Feb-09,29
93587,Oxymorphone,Pain,"""10 years pain sufferer. Opana ER was my Godsent.40mg,night and evening and only using percocet for breakthrough. Very rarely. I have a life back. I tried every medicine out there and never had this relief. Mind you been taking so long, no high effect, just pain control. Those looking for quick high, not for you. Time released. Sad to have to say that but great med when used for right reason""",10,11-Aug-16,37
41198,Acetaminophen / oxycodone,Pain,"""Minor side effects, worked great.""",10,17-Aug-10,5
28381,Lexapro,Anxiety,"""I have had anxiety all my life and I am now 63 years old. About 3 years ago my life spun out of control with generalized anxiety disorder and panic disorder and I was not functional as a human being. I tried Buspar to start and it did nothing to help me then I tried Zoloft and I could not handle the side effects. Finally I got on brand name Lexapro which started helping me. Once I leveled off at 40 mg per day I resumed being my normal self. About a month ago I switched to generic escitalopram and now I am noticing I am not as happy and I am having anxiety symptoms again. I am going back to brand name immediately. I don&#039;t care what anyone says brand is better than generic and there is a difference.""",9,22-May-14,94
64156,Sertraline,Depression,"""I passed out from taking one sertraline 50Mg.  I had waves of all my nerves being on fire and extreme nausea.  It raised my blood pressure to over 200 and my blood sugar to over 200.  I realize that I&#039;m probably the exception, but in rare cases, one of the side effects listed is &quot;loss of consciousness&quot;.  Well, that was true for me.  If I could give this medicine a negative score I would. 
I would rather be depressed than suffer what I went through with this stuff.  It was a nightmare!""",1,18-Jan-17,5
195241,Hydrocodone / ibuprofen,Pain,"""This medicine was given to me after dental work. It did make me itch, but unlike other hydrocodone medicines, this one did not make me vomit. It knocked out my pain.""",9,20-May-09,13
161894,Tazarotene,Acne,"""Most amazing medication ever for acne- it feels like it&#039;s renewing skin while you sleep and helps to clear up skin immediately-- highly recommend!""",10,21-Jan-17,3
184439,Hydroxyzine,Anxiety,"""My doctor had prescribed this for me because my anxiety ramps up when I&#039;m trying to sleep. He started me out at 25 mg/day. While on it, I would sleep 16 hours, be a zombie for the 8 I was awake, and have really trippy dreams and terrifying nightmares - both of which felt 100% real and some of them I had to ask if they happened. I was cut back to 12.5 mg/day and I&#039;m only sleeping 12 hours and groggy for four. I still have weird dreams, but they don&#039;t seem completely real as often.

I have not been on it long enough for my body to adjust, so this may lessen as time goes on.

It does help with the anxiety and panic attacks, although I won&#039;t drive after I&#039;ve taken it so I can only take it at home.""",8,7-May-13,71
93709,Morphine,Pain,"""I have muscle atrophy and have been taking MS Contin for about a year now. I started taking 15mg in the morning and 15mg in the afternoon. That stopped working. So we went to 30mg in the morning and 15mg in the afternoon. That stopped working so now I just started taking 30mg twice a day and so far it&#039;s working. I have a lot of pain but we will see how long this dose works for. I think it has a lot of side effects as well. But I couldn&#039;t live without it.""",8,16-May-11,25
205452,Pristiq,Depression,"""Was on Pristiq about a year ago, got of it due to, being totally grey, NO highs - No lows limited high happy moments.  I know its supposed to level your moods.  But I wanted off it.  I weaned myself of it by buying a steel bladed pill cutter, cut the pill into """,8,16-Aug-14,41
2561,Camrese,Birth Control,"""I have been on this birth control for two months now. The first month I had no bleeding. The first day that I started the second month I started bleeding and I have been bleeding every single day since. It&#039;s freaking miserable!!!""",1,4-Oct-15,6
188220,ParaGard,Birth Control,"""I had the Paragard inserted after my son was born in 2011. For 5 and a half years I loved it and recommended it to all my friends. I liked the reliability of the IUD as a non-hormonal birth control option.... until I got pregnant. Shock of my life! I had the IUD removed yesterday and am waiting to see what happens with the pregnancy.""",1,14-Oct-17,6
179923,Adapalene / benzoyl peroxide,Acne,"""I have been using Epiduo for about 4 months now and I have seen major improvements.  My facial recipe consists of Cetaphil, Neutrogena Sunscreen, and Epiduo. I use this combination once in the morning and once at night. It has really helped me a lot I could cry.  I have been suffering from acne for 10 years and have finally found my solution. Now my dermatologist did prescribe me doxycycline to expedite the clearing of my skin but has taken me off.""",8,15-Oct-14,22
106561,Implanon,Birth Control,"""The depression I suffered with the implanon was scary. Until I had it removed I had no idea what a horrid grip it had on my emotions. I wanted to die most of the time. As soon as It came out I cried almost non stop for a few days and then started feeling better. Almost back to my normal self now. Thank goodness.""",3,11-Jan-16,13
98507,Nexplanon,Birth Control,"""Not been on for long but mainly got it for PMDD symptoms - which are very similar to the mood swings effects of Nexplanon. I feel amazing. I was so scared to have it done but it didn&#039;t hurt to get it in - but the bruises were unsightly and meant I had to wear long sleeved tops for a week. Only side effects for me are occasional headaches, more spots (solved by daily facewash), dry throat, appetite, and similar to Irritable Bowel Syndrome symptoms but all solved by boosting blood sugar. Spotting isn&#039;t a problem as long as you remember to carry pantyliners. This is nothing compared to my past problems, very happy - but yet to see if it prevents pregnancy!""",8,22-Jul-14,6
181692,Prozac,Depression,"""I&#039;ve been on Prozac for 17 years, and it&#039;s still a miracle drug for me. It definitely saved my life. I tried going off of it, and that was a mistake.  Fortunately, it still works for me.""",9,4-Aug-11,47
176787,Nardil,Depression,"""I took Nardil for 21 years.  It worked better than anything else, until the dose was increased from 10 to 40 mg per day.  None of my physicians were able to diagnose the cause of the grotesque swelling of my legs.  A friend suggested it might be the Nardil; I quit taking it and proved her right.  Even in reduced doses, the swelling persisted.  I now take something else.""",2,17-Apr-12,35
59728,NuvaRing,Birth Control,"""I thought since I had such a horrible experience I would write a review. So I did give it a 2 out of ten just because I didn&#039;t get pregnant an entire year on this medicine, so it is technically effective and also is convenient. But the side effects were just not worth it. I literally turned into a crazy person.  No libido. I was so unbelievably depressed for months and it came on slowly so I didn&#039;t really notice how bad it was until I hit rock bottom. I would cry for hours about nothing. I almost broke up with my boyfriend of 6 years because I was so depressed and I didn&#039;t understand why I was so unhappy. Bad experience for me. Not worth it, in my opinion but everyone is different !""",2,23-Feb-17,10
142386,Levonorgestrel,Birth Control,"""OK so it has been exactly 2 weeks and 2 days since I had the Skyla put in. I have read multiple reviews before going with this procedure and wish I would have read more. You definitely want to take at least a  day off of work. After I had it done I was ok for about 2 hours then it just got worse. Your body really needs to relax afterwards, Think of it, you are having a device/drug put into your uterus for 3 to 6 years permanently?! Any ways I figured after a couple days cramping would stop.  I had it put in on my last day of my period FYI. On the 5th day (I&#039;m traveling for a wedding so I&#039;m on a plane) I started cramping so bad""",1,6-Oct-17,1
62182,Citalopram,Depression,"""I&#039;m 24 and have struggled with major depression since I was 14, with past self harm, eating disorders and suicide attempts.

I started citalopram just over a year ago and take 40mg per day. I have found it has really helped me. The biggest side effect for me is the tiredness and fatigue, I am very sporty and a fitness instructor so this has a huge effect on my motivation and training. I also find it affects my university studies. Although on the flipside I actually feel normal and rarely have suicidal thoughts or feelings of hopelessness. So I guess the tiredness is worth it.  Oh and I have CRAZY dreams!""",7,26-Nov-13,21
